"thrush","cover","elevation","loc.x","loc.y"
1,13.2,448,-91493.82169,261975.08877
1,13,477,-86264.58982,261911.32986
1,16.8,490,-91551.7107,257349.03575
1,13.6,544,-86319.17255,257285.23718
1,9.4,527,-91609.60007,252723.24792
1,3.2,486,-86373.70539,252659.28522
1,7.1,471,-81035.28911,261851.50655
1,9.5,479,-75805.91712,261795.396
1,10.5,542,-81086.56189,257225.38503
0,7.2,516,-75853.88771,257169.24442
0,10.6,487,-81137.83468,252599.27651
1,9.8,525,-75901.85533,252543.10696
1,10.8,446,-107384.7561,248305.63279
1,7.6,475,-107452.57349,243680.02571
1,18.3,457,-107520.31221,239053.96358
1,7.3,465,-102145.69708,248231.06917
1,27.7,471,-96906.67364,248159.81852
1,36.5,480,-102210.24621,243605.27993
0,6.7,483,-96967.87258,243533.86771
0,19.4,455,-102274.83294,238979.17863
1,6.6,438,-97029.06966,238907.93712
1,32.4,491,-91667.55689,248092.19417
1,9.6,457,-86428.43898,248028.19148
0,32.1,471,-91725.44793,243466.20554
0,14.9,470,-86483.01108,243402.37533
1,18.2,426,-91783.34046,238840.23386
1,16.7,443,-86537.56366,238776.4564
1,15.7,509,-81189.16207,247968.11775
0,17.3,525,-75949.88726,247911.89625
0,21.3,506,-81240.42168,243342.37098
1,13,517,-75997.87208,243286.01967
0,19.8,497,-81291.73644,238716.42967
1,18.6,536,-76045.86545,238659.97649
0,24.4,452,-107588.28276,234422.63485
0,28.4,430,-107656.0965,229796.84075
0,35.4,385,-107723.98054,225171.3029
0,24,421,-102339.33541,234347.80351
1,9.4,432,-97090.34039,234276.73756
1,18.2,421,-102403.84082,229721.9623
0,3.2,448,-97151.5398,229650.85918
0,7.9,442,-102468.25895,225096.36872
0,9.2,425,-97212.72309,225024.97588
0,20,472,-91841.29937,234208.99651
0,13.1,485,-86592.21219,234145.18631
0,11.9,471,-91899.19523,229583.0855
1,18.5,512,-86646.76717,229519.15507
0,10.3,450,-91957.10075,224957.16537
1,31.5,488,-86701.42783,224893.26117
1,22,480,-81343.07972,234085.13257
0,33.6,467,-76093.90753,234028.66092
0,7.5,520,-81394.40141,229459.07625
1,34.6,484,-76141.89941,229402.66885
0,13.8,521,-81445.62046,224833.18095
1,34.8,478,-76189.87771,224776.73696
1,20.3,505,-70442.48379,275626.70846
1,6.7,513,-65222.98851,275577.87212
1,12.8,489,-70487.14482,271000.49377
1,16.1,495,-65264.38316,270951.86759
1,12.7,467,-70531.80395,266374.29158
1,8.5,501,-65305.66575,266325.80592
1,14,527,-60003.39243,275533.17752
1,13,542,-54783.83015,275492.27358
1,6,501,-60041.39451,270907.15375
1,4.2,559,-54818.57998,270865.99951
1,9.9,593,-60079.50907,266281.06792
1,5.1,588,-54853.32071,266239.73192
1,11.7,603,-49564.23025,275454.70962
1,9.2,564,-44344.65658,275421.03603
0,10.1,549,-49595.6641,270828.41302
1,11.5,535,-44372.67511,270794.73146
1,11.3,576,-49627.10967,266202.1302
1,14.6,582,-44400.9231,266168.43298
1,9,511,-39124.86287,275391.23432
1,13.8,559,-39149.80525,270764.91791
1,8.2,542,-39174.51524,266138.59834
1,18.3,505,-70576.51577,261742.80206
1,6.9,570,-65347.00908,261694.11544
1,18.1,561,-70621.17676,257116.61753
0,10.1,581,-65388.42689,257067.73644
1,10.4,543,-70665.83769,252490.4539
1,11.3,501,-65429.82592,252441.66033
0,25.4,624,-60117.664,261649.35857
1,11.6,589,-54888.10443,261608.17563
1,11.2,541,-60155.6527,257022.95727
1,18.4,530,-54922.85051,256981.92945
1,15.5,521,-60193.6537,252396.85666
1,8.7,612,-54957.57191,252355.63936
1,3.5,594,-49658.58154,261570.55823
0,7.3,628,-44429.03297,261537.00777
1,9.9,590,-49690.02027,256944.2921
1,11,545,-44457.16534,256910.72984
1,6.2,584,-49721.46222,252317.93046
1,18.7,474,-44485.32169,252284.41228
1,9.7,559,-39199.42854,261507.15696
1,15.9,483,-39224.25487,256880.87008
1,5.2,443,-39249.08128,252254.59683
1,8.9,522,-70710.56443,247859.22508
1,9.4,476,-65471.16003,247810.41274
1,2.8,510,-70755.2547,243233.33223
1,7.4,509,-65512.61089,243184.41658
1,4.8,477,-70799.94732,238607.27261
1,11.4,465,-65553.99069,238558.34619
1,22,544,-60231.79892,247765.43282
1,20.9,592,-54992.42001,247724.03963
1,24,551,-60269.89897,243139.2666
1,19,497,-55027.18127,243097.84534
0,41.6,475,-60308.01201,238513.18206
1,15.5,485,-55061.9649,238471.7317
1,13.9,470,-49752.95519,247686.31453
1,43.8,452,-44513.39939,247652.61759
0,14.5,446,-49784.42835,243060.15592
1,18.6,520,-44541.67128,243026.28478
1,10.2,523,-49815.89915,238434.01393
1,11.2,599,-44569.80739,238400.18718
1,10.4,530,-39273.97841,247622.69169
1,14.5,589,-39298.78125,242996.186
1,3.8,660,-39323.65864,238370.06993
0,45.2,463,-70844.69707,233975.94548
1,3.8,463,-65595.45291,233927.00587
1,33.2,463,-70889.39168,229349.94268
0,31.6,461,-65636.83626,229300.99559
0,44.9,457,-70934.09198,224723.9947
1,40.9,469,-65678.24217,224675.03581
1,9.6,457,-60346.13309,233881.82419
1,15,536,-55096.79112,233840.34989
0,43.3,517,-60384.24466,229255.79125
1,20.1,551,-55131.57334,229214.28847
0,9,555,-60422.32328,224629.78731
1,14,567,-55166.35851,224588.25632
1,13.4,593,-49847.40853,233802.60371
1,7.9,659,-44598.00147,233768.75197
1,39.8,657,-49878.88327,229176.5182
1,5.5,641,-44626.13884,229142.57769
1,46.5,557,-49910.40663,224550.60249
1,13.7,525,-44654.27281,224516.5729
1,28,595,-39348.53992,233738.62041
1,11.5,499,-39373.41774,229112.42737
1,7,405,-39398.24582,224486.26306
1,9,514,-33905.17635,275365.08841
1,3.6,597,-33926.7282,270738.65606
1,11.4,579,-33948.23962,266112.31165
1,33.4,534,-28685.4836,275342.50728
1,11.5,521,-23465.74417,275323.56183
1,44.1,528,-28703.68975,270715.96659
1,8,500,-23480.63287,270697.004
1,63.7,509,-28721.89276,266089.61295
1,7.8,446,-23495.64338,266070.95179
1,37.8,468,-18245.99009,275308.97262
1,9.6,458,-13026.25314,275298.03392
1,20.8,419,-18257.56629,270682.4107
1,12.7,488,-13034.48627,270671.55834
1,5.1,469,-18269.02406,266056.33943
1,11.1,477,-13042.7507,266045.16385
1,0.5,539,-7806.41585,275290.29135
0,11.3,500,-2586.70886,275286.2912
1,0.4,563,-7811.40082,270663.80325
1,6.1,456,-2588.30805,270659.79054
1,2,596,-7816.35137,266037.40413
1,1.1,487,-2589.94744,266033.37883
1,1.2,453,-33969.78092,261480.69055
1,11.7,426,-33991.29583,256854.3869
1,13.4,498,-34012.75338,252227.94159
1,9.5,436,-28740.1143,261457.97065
1,6.7,399,-23510.43416,261439.61075
1,6.7,466,-28758.31879,256831.64566
1,5.6,551,-23525.32529,256813.27278
1,5.2,627,-28776.52446,252205.03348
1,3,623,-23540.27205,252186.80133
1,3.1,453,-18280.73473,261424.98798
0,0.3,425,-13051.02322,261413.4849
1,7.1,512,-18292.312,256798.64271
1,2.9,490,-13059.28793,256787.12324
1,16.2,594,-18303.81411,252172.10176
1,3.4,543,-13067.63309,252160.57001
0,7.1,525,-7821.30894,261405.72049
0,27.2,523,-2591.5858,261401.69444
1,17.4,394,-7826.25802,256779.35005
1,21.9,522,-2593.22231,256775.32321
1,22.4,577,-7831.20707,252152.9927
1,31.2,521,-2594.8588,252148.9572
1,9.6,582,-34034.42429,247596.08667
1,20.5,605,-34055.91429,242969.72251
1,6.6,600,-34077.45778,238343.5291
1,3.4,630,-28794.7649,247573.16349
1,11.6,585,-23554.97126,247554.6087
1,3.5,637,-28813.00142,242946.94055
1,23.2,607,-23570.17124,242928.16949
1,33,600,-28831.23858,238320.73869
1,44.2,527,-23585.00316,238302.21507
1,48.3,602,-18315.68547,247539.84827
1,36,623,-13075.78376,247528.5742
1,53.3,560,-18327.03902,242913.40608
1,4,607,-13084.18976,242902.14068
1,3.5,484,-18338.76038,238287.44989
1,8.4,430,-13092.51692,238275.93655
1,4.9,609,-7836.2064,247520.99873
1,3.3,488,-2596.54642,247516.96512
1,4.7,483,-7841.23579,242894.37315
1,3.4,425,-2598.27734,242890.35564
1,4.9,387,-7846.26322,238268.18125
1,5.2,368,-2600.00833,238264.17611
1,4.8,479,-34099.0273,233712.06692
1,6.1,417,-34120.57137,229085.92609
0,7.1,371,-34142.11515,224459.81405
1,1.9,464,-28849.49576,233689.26429
0,16.5,451,-23599.94718,233670.73185
1,9.2,400,-28867.73302,229063.11453
1,19,419,-23614.77922,229044.31699
1,14.6,481,-28886.03278,224437.16728
1,15.1,500,-23629.8059,224418.28228
1,11.5,435,-18350.40024,233655.96844
1,24.6,412,-13100.85207,233644.46365
1,9.8,411,-18362.12354,229029.55581
1,17.7,409,-13109.17931,229018.31557
1,8.9,477,-18373.59613,224403.37846
0,4.7,466,-13117.50809,224392.25939
1,11.3,374,-7851.29953,233636.71669
0,1.6,480,-2601.74135,233632.72396
0,13.8,405,-7856.3288,229010.57704
1,2.9,471,-2603.4725,229006.60052
1,25.4,441,-7861.35812,224384.53319
1,2.2,438,-2605.19108,224380.53932
1,24.8,579,2633.13788,275286.70482
1,2,530,7852.89858,275290.86989
1,25,556,2634.79299,270660.23229
1,10.3,423,7857.91641,270664.39602
1,23.6,525,2636.47523,266033.8136
1,10.8,433,7862.91305,266037.97622
1,30.6,473,13072.73777,275298.04451
1,13.7,489,18292.46389,275309.84501
1,17.5,516,13081.03341,270671.56953
1,4.7,563,18304.14154,270683.43588
1,19.6,559,13089.34729,266045.14051
1,6.4,508,18315.95438,266056.51917
1,12.6,537,23512.25161,275325.3834
1,5.9,566,28731.94332,275343.86363
1,16.8,518,23527.19031,270699.10521
1,10.7,530,28750.19215,270717.60864
1,2.7,465,23541.9541,266072.20189
1,13.4,501,28768.43911,266091.20899
1,48.6,576,33951.65046,275366.1456
1,15.4,599,33973.17618,270739.83884
1,42.6,496,33994.7247,266113.45454
1,22.7,520,2638.15646,261402.12229
1,39.8,457,7867.91683,261406.27178
1,25.1,497,2639.83569,256775.74415
1,16.3,406,7872.91205,256779.88076
1,26,440,2641.51488,252149.37131
1,18.1,364,7877.90727,252153.50269
1,37.4,433,13097.66936,261413.42707
1,26,432,18327.42006,261424.32091
1,52.6,356,13105.98359,256787.03086
1,21.6,398,18339.05023,256797.92732
1,42.5,448,13114.43706,252160.28815
1,21.8,567,18350.54726,252171.18288
1,19.2,379,23557.09843,261440.01205
1,21.6,428,28786.70473,261459.52073
1,22.3,422,23572.04061,256813.62192
1,16.7,387,28804.95328,256833.14967
1,26.1,574,23587.22825,252186.5998
1,3.5,516,28823.20694,252205.49314
1,3.1,538,34016.30297,261481.79369
1,3.7,477,34037.8549,256855.45023
1,4.5,354,34059.16368,252228.46481
1,12.7,436,2643.18822,247517.23784
1,5.8,426,7882.82489,247521.23585
1,9.1,398,2644.68644,242890.50376
1,7.9,596,7887.65853,242894.39169
1,12.8,507,2646.24284,238264.35475
1,8.3,622,7892.48956,238268.29135
1,15,593,13122.38023,247528.04298
1,2.9,623,18362.26347,247539.15756
1,14.4,624,13130.62696,242901.60698
1,5.8,558,18373.66183,242912.77434
1,10,515,13138.73589,238275.55543
1,3.6,455,18384.97267,238286.57755
1,8.4,557,23601.76017,247554.29606
1,1.9,421,28841.36459,247572.70797
1,12.2,529,23616.43509,242927.93514
1,3.2,490,28859.37881,242946.70031
1,13.2,451,23631.19839,238301.762
1,9.3,378,28877.39316,238320.71355
1,18.6,365,34081.13457,247595.6899
1,8.4,383,34102.23551,242969.02178
1,40.8,382,34123.57534,238343.02433
1,5.4,545,2647.80072,233632.93317
1,24.7,498,7897.32892,233636.91847
1,7.7,486,2649.35671,229006.84028
0,26.7,446,7902.16119,229010.87036
0,19.7,508,2650.8508,224380.93936
1,16.4,543,7906.99303,224385.17766
1,30.8,404,13146.85215,233644.23523
1,8.3,390,18396.37182,233655.30989
1,15.2,463,13154.96065,229018.23971
1,5.5,491,18407.68111,229029.56428
1,23.4,539,13163.06978,224392.59569
1,6.3,413,18419.10778,224404.24787
0,20.7,412,23645.90012,233670.51335
1,7.4,370,28895.42716,233689.45449
1,11.1,384,23660.6604,229044.7873
1,6.9,273,28913.4411,229063.51983
1,11.1,324,23675.27058,224419.56714
0,9.6,242,28931.54116,224437.8514
1,15.9,296,34144.94071,233711.75827
0,6.8,241,34166.2806,229085.81337
0,17.3,352,34187.61977,224459.89723
1,5.9,482,39171.37618,275392.39481
1,10,492,39196.04574,270766.04316
1,4,524,39221.08884,266139.69129
1,6.3,493,44390.79568,275422.60954
1,1.6,531,49610.42514,275456.37662
1,6.9,474,44419.15717,270796.26598
1,2.4,500,49641.92631,270830.01839
1,14.1,390,44447.14229,266169.92442
1,1.4,501,49673.43943,266203.67394
1,11.8,525,54829.91611,275493.58627
1,1.2,472,60049.34845,275535.10336
1,19,457,54864.77702,270867.27424
0,0.6,433,60087.7277,270908.6451
1,17.1,406,54899.61273,266240.92452
1,0.9,484,60125.76361,266281.90927
1,14.6,489,65269.00253,275580.54565
0,0.7,534,70488.45371,275629.07467
1,16.3,476,65310.25666,270954.06767
1,12.2,483,70533.21767,271002.80703
0,18.7,490,65351.87468,266327.36941
1,24.6,522,70577.97965,266376.55171
1,24.9,588,39245.88298,261507.81305
1,12.8,528,39270.73922,256881.49246
1,23,476,39295.59553,252255.18537
1,12,558,44475.44609,261538.05678
1,27,434,49704.97898,261572.04037
1,29.2,513,44503.61855,256911.73786
1,11.5,449,49736.48523,256945.71265
1,26.1,540,44531.95329,252285.01916
1,19.2,538,49767.99974,252318.56761
1,20,439,54934.49152,261609.28601
1,26.1,512,60163.83112,261650.64138
1,33.5,426,54969.33262,256982.95766
1,30,493,60202.14317,257024.68482
1,21.3,372,55004.01581,252356.22351
1,24.5,335,60240.61603,252397.57756
1,21.2,461,65393.54396,261696.13361
1,41.6,463,70622.79457,261745.00908
0,15.3,380,65434.87689,257070.20545
0,44.7,339,70667.55872,257118.77147
1,7.9,285,65476.06777,252443.12651
0,51.7,300,70712.32295,252492.55466
1,1.4,451,39320.21632,247622.89128
1,42.3,290,39345.24848,242995.56646
0,9.7,343,39369.73979,238369.08535
1,27.1,471,44559.86072,247652.95112
1,16.8,477,49799.48218,247686.23539
1,45.4,334,44587.76332,243026.2541
0,11.4,332,49830.84907,243060.15142
0,26.6,232,44615.95486,238399.7534
0,13.1,206,49862.21339,238434.0839
0,15.8,353,55039.1626,247723.86821
1,10.7,307,60278.03872,247765.61635
1,22.7,215,55073.73011,243097.32507
1,8.5,182,60316.87742,243139.04647
1,5.3,304,55108.45303,238471.22417
0,12.4,386,60354.36094,238512.90825
1,8.2,238,65518.15888,247811.61554
1,16,206,70757.11854,247861.08665
0,13.5,247,65558.97581,243185.451
1,7.5,332,70801.83779,243234.96048
1,14.8,265,65600.98489,238559.31785
0,6,286,70846.55762,238608.85393
1,10.2,228,39394.43605,233737.8128
0,4.2,313,39418.92072,229112.33624
1,6,290,39443.76526,224486.89036
0,9,252,44643.99629,233768.45463
1,5.9,338,49893.61596,233802.74825
0,10.5,242,44672.1828,229142.95875
1,7.8,451,49924.98396,229176.73732
0,11,429,44700.03713,224517.4184
1,7.4,489,49956.32165,224550.68384
1,12.7,475,55143.21849,233839.8551
1,8.6,496,60393.08161,233881.50629
1,9.3,516,55177.93984,229213.80654
1,11.3,524,60430.56301,229255.41968
1,7,431,55212.66416,224587.78712
1,8.7,451,60469.24264,224629.37169
1,8.9,452,65641.84738,233927.90276
1,9,488,70891.33466,233977.47968
1,9.9,479,65683.86077,229301.82971
1,10.5,506,70936.05644,229351.42993
0,0.9,489,65724.81335,224675.41434
1,12.5,505,70980.64316,224725.05141
1,1.3,601,75707.95449,275681.11704
1,15.5,493,80927.41736,275737.33841
1,5.8,471,75756.0038,271054.92264
1,20.3,411,80978.74826,271111.21672
1,9,494,75804.05332,266428.72569
0,18.7,407,81030.07628,266485.08568
1,15.8,407,86146.84078,275797.2206
1,23.9,510,91366.27018,275860.37439
1,12.8,395,86201.47887,271171.20171
1,18,397,91424.19874,271234.44031
1,15.1,384,86256.10785,266545.1362
1,18.3,389,91482.12758,266608.42966
1,2.3,522,96585.63405,275927.30972
1,24.1,537,101804.82007,275998.32672
1,3.7,386,96646.87118,271301.42298
1,25.9,395,101869.61797,271372.496
1,7.6,406,96708.10866,266675.45727
0,13.7,366,101934.03651,266746.22733
1,12.1,456,107024.30715,276073.41442
1,30.4,414,107091.90555,271447.66875
1,10.3,442,107159.89282,266821.45565
1,42.9,358,75852.15065,261797.24789
1,10.7,419,81081.47018,261853.67742
1,32.6,240,75900.20204,257171.08303
0,13.1,264,81132.80156,257227.58238
0,28.5,260,75948.25066,252544.93229
1,12.1,239,81184.133,252601.50047
1,23.8,411,86310.79483,261913.78785
1,3.5,335,91540.12863,261977.1303
1,22.4,281,86365.42232,257287.74446
0,11.5,240,91598.05699,257351.13235
0,15.7,221,86419.98464,252661.88098
1,20.9,200,91655.9846,252725.47823
1,15.8,410,96769.41355,262044.21055
1,22.3,551,101998.65254,262115.03061
1,20.3,302,96830.65053,257418.26665
0,11.8,331,102063.05982,257489.48784
0,8.6,272,96891.88314,252792.66307
1,12.8,276,102127.91873,252863.77814
1,11.4,486,107227.81802,262190.30231
1,10.3,313,107295.79252,257564.81563
1,4.6,259,107363.37744,252938.98731
1,11.1,202,75996.34683,247913.51329
1,8.3,214,81235.46831,247970.29629
1,14.1,421,76044.37339,243287.4252
1,12.3,383,81287.01372,243344.02513
1,19.3,465,76092.40649,238661.35686
1,25.6,256,81338.20857,238717.60902
1,20.8,279,86474.79367,248030.90188
1,11.7,296,91713.97838,248094.55494
1,27.4,349,86529.231,243404.67389
0,12.4,234,91771.91011,243468.61395
0,35.5,189,86584.01922,238778.30853
0,13.4,194,91829.84327,238842.68989
0,23.2,235,96953.1778,248161.79074
0,25,164,102192.27034,248232.61343
0,14.3,174,97014.40547,243535.91424
1,17.6,207,102256.85032,243606.96473
0,21.6,223,97075.63113,238910.05797
0,20.5,239,102321.2778,238981.41075
0,18.4,197,107431.46868,248307.77009
1,32.2,235,107499.25724,243682.22046
0,15.9,267,107567.17644,239056.71416
1,30.3,377,76140.48842,234030.01613
1,17.7,359,81389.60422,234086.30865
1,40.4,467,76188.52008,229403.99877
1,7.7,433,81440.79495,229460.7166
1,8.5,472,76236.68675,224777.66108
0,27.6,365,81492.4305,224834.05766
1,14.4,288,86638.72038,234147.05949
0,23.8,180,91887.8428,234211.50029
0,12.6,302,86693.5005,229521.5209
0,26.9,180,91945.77927,229585.63689
0,8.8,198,86747.71837,224895.25977
0,41.2,177,92003.85771,224959.42784
0,18.4,168,97136.93039,234278.93293
0,19.5,171,102385.95976,234350.58771
0,9.7,153,97198.15834,229653.1289
0,13.7,183,102450.48161,229724.84766
0,10.7,154,97259.24671,225026.98013
0,32.3,170,102515.09232,225098.90889
0,31.1,177,107634.9889,234425.93629
0,17.8,187,107702.82021,229800.24686
0,7.8,186,107770.6435,225174.14781
1,6.4,457,112243.36976,276151.90346
1,23.1,523,112314.52184,271526.25292
1,14.9,495,112385.67944,266900.44093
1,12.6,485,117462.49241,276233.81511
1,12.3,527,122681.7005,276319.87211
1,14.1,558,117536.95911,271608.21445
1,7.1,544,122759.20608,271694.23882
1,7.6,545,117611.42073,266982.45941
1,10.4,556,122837.21982,267068.53745
1,10.4,579,127900.44242,276409.94923
1,10.7,582,133119.54346,276503.33764
1,5.3,557,127981.7744,271784.30013
1,6.6,576,133203.94677,271877.7296
1,7.3,562,128062.62023,267158.63718
1,12.4,651,133288.36163,267252.12155
1,10.2,596,138338.45101,276600.13357
1,10.7,620,143557.34995,276700.84336
1,9.6,594,138426.18225,271974.57423
1,9.5,606,143648.34396,272075.15476
1,11.2,675,138513.91349,267349.01337
1,8.6,647,143739.24113,267450.02132
1,11.8,435,112456.9185,262269.33684
1,9.3,293,112528.07403,257643.54927
1,15.9,328,112599.22951,253017.77579
1,11.1,401,117685.96929,262351.41605
1,24.2,468,122914.83951,262437.55043
1,12.8,357,117760.43369,257725.68597
1,32.4,683,122992.7275,257812.20672
1,14.7,351,117834.90159,253099.96441
1,24.2,402,123070.60864,253186.27505
1,10.2,605,128144.04739,262527.70821
1,23.1,694,133372.86201,262621.22762
1,11.9,620,128225.00917,257902.4045
1,11.7,559,133457.27264,257995.64602
1,11.5,462,128305.99416,253276.52107
1,12.3,360,133541.63392,253370.19796
1,9.6,674,138601.74245,262718.16251
1,11.9,683,143830.69045,262819.23529
1,6.5,547,138689.47359,258092.63567
1,22.7,558,143921.6049,258193.36541
1,8.3,346,138777.19642,253467.35098
1,25.9,369,144012.5307,253568.43133
0,16.9,292,112670.46741,248386.83425
1,31.2,238,112741.62325,243761.20693
0,32.6,292,112812.77915,239135.49027
1,25.5,318,117909.46048,248469.06195
1,55.4,385,123148.40913,248555.08942
1,17.6,319,117983.93829,243843.46648
1,20.2,339,123226.19273,243929.48027
1,7.6,327,118058.42079,239217.78557
1,10.8,288,123303.84555,239304.22555
1,13.4,381,128387.24715,248645.46408
0,17.7,340,133626.22914,248739.59113
1,5,328,128468.40999,244019.97381
1,34.8,295,133710.60046,244114.16694
0,21.6,289,128549.66841,239394.77372
1,45.5,283,133795.02549,239488.64037
1,28.7,347,138865.01927,248836.79931
0,13.5,330,144103.77676,248938.24903
0,14.2,305,138952.74448,244211.33138
1,7.1,289,144194.80309,244312.85221
0,9.3,284,139040.46565,239585.87866
1,12.3,261,144285.94513,239687.1719
0,17.2,191,112884.01615,234504.50817
0,10.4,165,112955.16953,229878.8528
0,25.1,233,113026.32779,225252.81304
1,16,228,118132.98568,234586.83588
0,35.9,225,123381.88188,234673.70033
0,26.9,233,118207.46124,229961.21116
1,34.1,274,123459.68299,230048.11077
0,66.7,241,118281.94628,225335.20838
1,32.9,250,123537.53589,225422.03879
0,30.9,258,128630.72768,234764.30119
1,21.2,259,133879.54715,234857.84873
0,21,240,128711.84751,230138.76646
0,5,241,133963.96176,230232.38272
0,8,196,128792.97393,225512.63697
1,3.9,185,134048.26898,225606.63128
0,26.7,297,139128.28697,234955.15422
1,17.8,341,144376.96303,235056.218
0,6.3,231,139216.00972,230329.75823
0,22.7,202,144467.98777,230430.8965
1,14.3,195,139303.73629,225704.3955
0,10.3,211,144559.01262,225805.60249
1,14.4,655,148775.96474,276805.88512
1,28.4,500,153994.62361,276914.28581
1,21,588,148870.40118,272180.25241
1,20.1,625,154092.38018,272289.10911
1,19.6,637,148964.90858,267555.18297
1,9.8,604,154190.05393,267663.71829
1,25.8,622,159213.31216,277025.83332
1,14.5,477,164431.82602,277141.3121
1,19.9,572,159314.29021,272400.93761
1,6.3,406,164536.11378,272516.49191
1,39.7,427,159415.28285,267775.61477
0,18.8,386,164640.41435,267891.24779
0,11.3,385,169650.22281,277261.22218
1,35,294,174868.47639,277384.90533
1,6.4,374,169757.80925,272636.4342
1,23.4,319,174979.3818,272760.15619
1,19.3,393,169865.42235,268011.26833
1,31.6,358,175090.30246,268135.06893
0,20.2,292,180086.7258,277511.83864
1,34,259,180200.88558,272887.00281
0,29.5,288,180315.11261,268262.00563
1,30.1,648,149059.09369,262924.44668
1,16.2,587,154287.84972,263033.05558
1,25.2,478,149153.61419,258298.6445
1,6.9,431,154385.52583,258407.69362
1,50.3,365,149248.11896,253673.6941
1,17.8,380,154483.21657,253782.39102
1,17.8,453,159516.3793,263145.01885
1,24.7,426,164744.72077,263261.01505
1,27.5,388,159617.37423,258519.72486
1,31.4,379,164849.12278,258636.10314
1,28,350,159718.34891,253894.48802
1,45.1,345,164953.46433,254010.88642
1,24.6,385,169973.26513,263381.11204
1,37,379,175201.35345,263504.68994
1,12.8,353,170080.75453,258756.26826
1,17.2,359,175312.2717,258879.6238
0,8.4,364,170188.36627,254131.03925
0,8.1,214,175423.18791,254254.47562
0,14.5,369,180429.46671,263631.70903
0,14.1,214,180543.69475,259006.72649
0,8.8,194,180657.90679,254381.71174
1,8.4,316,149342.4219,249043.4904
1,11.5,337,154580.95248,249151.87619
1,7.2,281,149436.75002,244418.16602
0,7.9,295,154678.59965,244526.66844
1,8.9,315,149530.96778,239792.56025
0,6.8,281,154776.23185,239901.44699
1,10.4,295,159819.45182,249264.05246
0,5.4,308,165057.89986,249380.22248
0,10.1,275,159920.37315,244638.92272
1,6.3,224,165162.06254,244754.92574
1,9.7,306,160021.30791,240013.78056
0,9.2,349,165266.21673,240130.06781
0,12.3,231,170296.00153,249500.3524
0,18.3,180,175534.22127,249624.07693
0,9.2,257,170403.63319,244875.13051
0,15.5,380,175645.09432,244999.12321
0,14.1,354,170511.25948,240250.34758
0,12.8,419,175755.96347,240374.19258
1,20,345,180772.29478,249751.38874
1,17.6,569,180886.4716,245126.44787
1,15.7,571,181000.6609,240501.57977
1,16.8,306,149625.52416,235161.68497
1,10.1,234,154873.97439,235270.95325
0,24.5,182,149719.85066,230536.43593
1,16.4,228,154971.61043,230645.7802
0,11.7,273,149814.17636,225911.22113
1,6.6,292,155069.3186,226020.43843
0,10.5,279,160122.35688,235383.3651
1,14.2,317,165370.73225,235499.74026
0,13,287,160223.2953,230758.27134
1,16.2,353,165474.89329,230874.51431
0,22.5,339,160324.23596,226132.79585
0,24.3,316,165578.94261,226249.61628
0,25.8,354,170618.77738,235620.0833
1,29.4,455,175866.96553,235743.99416
1,35.7,398,170726.4091,230994.93846
1,29,398,175977.83853,231119.11738
1,26.3,388,170834.0649,226370.32415
1,47.2,548,176088.67812,226494.35273
1,17.7,415,181114.98968,235871.44973
1,22.4,467,181229.1841,231246.63626
1,35.9,477,181343.37459,226622.01643
0,17.8,345,185304.70437,277642.77686
0,32.6,350,185422.28846,273017.99342
0,8.5,343,185539.81726,268393.07231
0,20.4,423,190522.80024,277777.42256
1,16.3,425,195740.61607,277915.37325
1,27.1,470,190643.58929,273152.72009
1,30.8,273,195864.80118,273290.77823
0,14.5,290,190764.42534,268527.88603
0,29.8,303,195988.94676,268666.04968
0,36.8,307,200958.53558,278057.0635
1,57,433,206176.20504,278202.62364
0,41.1,351,201085.92759,273432.57266
1,13,579,206306.84249,273578.33915
0,22.5,456,201213.36688,268807.94784
0,11.6,514,206437.67192,268954.0665
1,12.3,574,211393.79242,278352.27984
1,27,424,216611.26829,278505.69237
1,16.3,505,211527.92381,273728.10807
1,23.6,461,216748.60409,273881.3808
1,21.6,479,211661.86342,269103.93448
1,6.3,445,216885.93997,269257.06539
1,19.3,232,185657.48552,263762.86574
0,13.1,239,185775.10292,259137.77822
1,16.6,333,185892.43994,254513.0109
0,19.7,250,190885.40658,263897.77483
0,14,433,196113.2315,264036.03589
1,22.9,375,191006.17404,259272.77468
1,31.9,442,196237.37015,259411.33204
1,27.2,533,191127.15891,254648.22556
1,10.4,566,196361.50092,254786.87503
1,25.5,512,201340.95363,264178.03529
1,12.3,501,206568.56359,264324.25538
1,17.7,486,201468.39193,259553.42765
1,14.4,540,206699.39858,259699.50966
1,20.2,525,201595.82365,254929.07324
1,15.8,567,206830.0919,255074.89932
0,28.6,508,211796.05522,264474.22883
0,22.5,459,217023.4329,264627.47764
1,25.1,565,211930.00743,259849.58641
1,29.3,556,217160.77839,260003.19525
1,28.3,585,212064.09281,255225.10137
1,20.2,625,217298.10581,255379.1851
1,35,504,186010.19911,249883.1333
1,30.4,546,186127.73512,245258.26215
1,42.7,518,186245.25411,240633.4626
1,25.2,565,191248.0443,250018.60071
1,48.7,617,196485.77614,250157.14429
1,11.9,564,191368.87523,245393.86199
1,20.7,580,196609.90937,245532.49894
1,18.5,499,191489.7072,240769.13837
1,19.3,513,196734.04825,240907.86831
1,21.8,570,201723.40742,250299.44123
1,33.8,535,206960.89331,250445.37038
